INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (138035, 'اجزالی', 'eczalı', '2023-10-04 11:04:43', '2023-10-04 11:04:43');
INSERT INTO `dictionary` VALUES (138036, 'اجزاء الشعر', 'eczaüşşuur', '2023-10-04 11:04:44', '2023-10-04 11:04:44');
INSERT INTO `dictionary` VALUES (138037, 'احمر', 'Ahmer', '2023-10-04 11:04:45', '2023-10-04 11:04:45');
INSERT INTO `dictionary` VALUES (138038, 'اجواد', 'Ecvâd', '2023-10-04 11:04:45', '2023-10-04 11:04:45');
INSERT INTO `dictionary` VALUES (138039, 'اجیر خاص', 'Ecîr-i Hâs', '2023-10-04 11:04:46', '2023-10-04 11:04:46');
INSERT INTO `dictionary` VALUES (138040, 'اجیر مشترك', 'Ecîr-i Müşterek', '2023-10-04 11:04:47', '2023-10-04 11:04:47');
INSERT INTO `dictionary` VALUES (138041, 'احد', 'Ühud', '2023-10-04 11:04:47', '2023-10-04 11:04:47');
INSERT INTO `dictionary` VALUES (138042, 'اختر دنباله‌دار', 'ahter denbaledar', '2023-10-04 11:04:48', '2023-10-04 11:04:48');
INSERT INTO `dictionary` VALUES (138043, 'اختر شناس', 'ahter şinas', '2023-10-04 11:04:49', '2023-10-04 11:04:49');
INSERT INTO `dictionary` VALUES (138044, 'ادعیۀ‌ مأثوره', 'ed\'ıya me\'süra', '2023-10-04 11:04:49', '2023-10-04 11:04:49');
INSERT INTO `dictionary` VALUES (138045, 'ادنا - ادنی', 'edna', '2023-10-04 11:04:50', '2023-10-04 11:04:50');
INSERT INTO `dictionary` VALUES (138046, 'اراجیف', 'Eracıf', '2023-10-04 11:04:51', '2023-10-04 11:04:51');
INSERT INTO `dictionary` VALUES (138047, 'اراضیئ امیریه', 'erazi emiriyye', '2023-10-04 11:04:51', '2023-10-04 11:04:51');
INSERT INTO `dictionary` VALUES (138048, 'اراضئ', 'arazi haraciye', '2023-10-04 11:04:52', '2023-10-04 11:04:52');
INSERT INTO `dictionary` VALUES (138049, 'اراضئ عشیریه', 'arazi aşriye', '2023-10-04 11:04:52', '2023-10-04 11:04:52');
INSERT INTO `dictionary` VALUES (138050, 'ارشمیدس', 'erşemides', '2023-10-04 11:04:53', '2023-10-04 11:04:53');
INSERT INTO `dictionary` VALUES (138051, 'ارضین', 'erzin', '2023-10-04 11:04:54', '2023-10-04 11:04:54');
INSERT INTO `dictionary` VALUES (138052, 'ارنلر', 'erenler', '2023-10-04 11:04:55', '2023-10-04 11:04:55');
INSERT INTO `dictionary` VALUES (138053, 'اریب', 'Erîb', '2023-10-04 11:04:55', '2023-10-04 11:04:55');
INSERT INTO `dictionary` VALUES (138054, 'ارین', 'Erin', '2023-10-04 11:04:56', '2023-10-04 11:04:56');
INSERT INTO `dictionary` VALUES (138055, 'ارینمك', 'Erinmek', '2023-10-04 11:04:57', '2023-10-04 11:04:57');
INSERT INTO `dictionary` VALUES (138056, 'ازارقه', 'ezarka', '2023-10-04 11:04:57', '2023-10-04 11:04:57');
INSERT INTO `dictionary` VALUES (138057, 'ازرق', 'Ezrak', '2023-10-04 11:04:58', '2023-10-04 11:04:58');
INSERT INTO `dictionary` VALUES (138058, 'ازنتی - ازندی', 'ezenti', '2023-10-04 11:04:59', '2023-10-04 11:04:59');
INSERT INTO `dictionary` VALUES (138059, 'اژدر - اژدرها', 'ejder', '2023-10-04 11:04:59', '2023-10-04 11:04:59');
INSERT INTO `dictionary` VALUES (138060, 'اسریمك', 'Esrimek', '2023-10-04 11:05:00', '2023-10-04 11:05:00');
INSERT INTO `dictionary` VALUES (138061, 'اسعار', 'Isar', '2023-10-04 11:05:00', '2023-10-04 11:05:00');
INSERT INTO `dictionary` VALUES (138062, 'اسف', 'Esef', '2023-10-04 11:05:01', '2023-10-04 11:05:01');
INSERT INTO `dictionary` VALUES (138063, 'اسماء الحسنی', 'esmaül hüsna', '2023-10-04 11:05:02', '2023-10-04 11:05:02');
INSERT INTO `dictionary` VALUES (138064, 'اژدرهای فلك', 'ejderhay felk', '2023-10-04 11:05:02', '2023-10-04 11:05:02');
INSERT INTO `dictionary` VALUES (138065, 'اساتذه - اساتیذ', 'esatize', '2023-10-04 11:05:03', '2023-10-04 11:05:03');
INSERT INTO `dictionary` VALUES (138066, 'اسیرجی', 'Esirci', '2023-10-04 11:05:04', '2023-10-04 11:05:04');
INSERT INTO `dictionary` VALUES (138067, 'اسیر حرب', 'esir harb', '2023-10-04 11:05:05', '2023-10-04 11:05:05');
INSERT INTO `dictionary` VALUES (138068, 'اسیرلك', 'Esirlik', '2023-10-04 11:05:07', '2023-10-04 11:05:07');
INSERT INTO `dictionary` VALUES (138069, 'اشراء - اشرار', 'eşirra\'', '2023-10-04 11:05:08', '2023-10-04 11:05:08');
INSERT INTO `dictionary` VALUES (138070, 'اشقیا', 'Eşkiya', '2023-10-04 11:05:09', '2023-10-04 11:05:09');
INSERT INTO `dictionary` VALUES (138071, 'اشكینجی', 'eşkinci', '2023-10-04 11:05:10', '2023-10-04 11:05:10');
INSERT INTO `dictionary` VALUES (138072, 'اشنع', 'Eşnea', '2023-10-04 11:05:11', '2023-10-04 11:05:11');
INSERT INTO `dictionary` VALUES (138073, 'اشهر حرم', 'eşhürü hurm', '2023-10-04 11:05:11', '2023-10-04 11:05:11');
INSERT INTO `dictionary` VALUES (138074, 'اصاغر', 'Esağır', '2023-10-04 11:05:12', '2023-10-04 11:05:12');
INSERT INTO `dictionary` VALUES (138075, 'اصحاب بدر', 'ashab beder', '2023-10-04 11:05:13', '2023-10-04 11:05:13');
INSERT INTO `dictionary` VALUES (138076, 'اصحاب فرائض', 'ashabı feraiz', '2023-10-04 11:05:14', '2023-10-04 11:05:14');
INSERT INTO `dictionary` VALUES (138077, 'اصحاب الكهف', 'ashabıl kehf', '2023-10-04 11:05:14', '2023-10-04 11:05:14');
INSERT INTO `dictionary` VALUES (138078, 'اصلع', 'Eslea', '2023-10-04 11:05:15', '2023-10-04 11:05:15');
INSERT INTO `dictionary` VALUES (138079, 'اطرافیه', 'etrafiyye', '2023-10-04 11:05:15', '2023-10-04 11:05:15');
INSERT INTO `dictionary` VALUES (138080, 'اعذار', 'a\'zar', '2023-10-04 11:05:16', '2023-10-04 11:05:16');
INSERT INTO `dictionary` VALUES (138081, 'اعلاء اعلی', 'a\'la', '2023-10-04 11:05:17', '2023-10-04 11:05:17');
INSERT INTO `dictionary` VALUES (138082, 'اعماء - اعمی', 'a\'ma', '2023-10-04 11:05:17', '2023-10-04 11:05:17');
INSERT INTO `dictionary` VALUES (138083, 'اعمال - اربعه', 'a\'mal-erbea', '2023-10-04 11:05:18', '2023-10-04 11:05:18');
INSERT INTO `dictionary` VALUES (138084, 'اعیان ثابته', 'a\'yan sabite', '2023-10-04 11:05:19', '2023-10-04 11:05:19');
INSERT INTO `dictionary` VALUES (138085, 'اعیان مضمونة بانفسها', 'a\'yan mazmune bienfüsiha', '2023-10-04 11:05:19', '2023-10-04 11:05:19');
INSERT INTO `dictionary` VALUES (138086, 'اعیان مضمونة بغیرها', 'a\'yanı mazmune bigayriha', '2023-10-04 11:05:20', '2023-10-04 11:05:20');
INSERT INTO `dictionary` VALUES (138087, 'اغبیا', 'ağbiya', '2023-10-04 11:05:20', '2023-10-04 11:05:20');
INSERT INTO `dictionary` VALUES (138088, 'اغنام رسومی', 'ağnam resumi', '2023-10-04 11:05:21', '2023-10-04 11:05:21');
INSERT INTO `dictionary` VALUES (138089, 'افواه ناریه', 'afvah nariye', '2023-10-04 11:05:21', '2023-10-04 11:05:21');
INSERT INTO `dictionary` VALUES (138090, 'اقصا‌ - اقصی', 'aksa', '2023-10-04 11:05:22', '2023-10-04 11:05:22');
INSERT INTO `dictionary` VALUES (138091, 'اكابر', 'Ekâbir', '2023-10-04 11:05:23', '2023-10-04 11:05:23');
INSERT INTO `dictionary` VALUES (138092, 'اكتی - اكدی', 'ekta- ekter', '2023-10-04 11:05:24', '2023-10-04 11:05:24');
INSERT INTO `dictionary` VALUES (138093, 'اكید', 'ekid', '2023-10-04 11:05:28', '2023-10-04 11:05:28');
INSERT INTO `dictionary` VALUES (138094, 'اكیدا', 'Ekiden', '2023-10-04 11:05:30', '2023-10-04 11:05:30');
INSERT INTO `dictionary` VALUES (138095, 'اگك', 'eğek', '2023-10-04 11:05:30', '2023-10-04 11:05:30');
INSERT INTO `dictionary` VALUES (138096, 'اگیرمك', 'eğirmek', '2023-10-04 11:05:31', '2023-10-04 11:05:31');
INSERT INTO `dictionary` VALUES (138097, 'اڭگین', 'engin', '2023-10-04 11:05:32', '2023-10-04 11:05:32');
INSERT INTO `dictionary` VALUES (138098, 'الجنون فنون', 'elcenun fünun', '2023-10-04 11:05:32', '2023-10-04 11:05:32');
INSERT INTO `dictionary` VALUES (138099, 'الحاج', 'Elhac', '2023-10-04 11:05:33', '2023-10-04 11:05:33');
INSERT INTO `dictionary` VALUES (138100, 'الحكم للغالب', 'elhukmü lilgaib', '2023-10-04 11:05:33', '2023-10-04 11:05:33');
INSERT INTO `dictionary` VALUES (138101, 'الحمراء', 'elhamra\'', '2023-10-04 11:05:34', '2023-10-04 11:05:34');
INSERT INTO `dictionary` VALUES (138102, 'الدوان - الدیوه‌ن', 'eldiven', '2023-10-04 11:05:35', '2023-10-04 11:05:35');
INSERT INTO `dictionary` VALUES (138103, 'السن - السنه', 'elsen', '2023-10-04 11:05:35', '2023-10-04 11:05:35');
INSERT INTO `dictionary` VALUES (138104, 'القاب رسمیه', 'elkab resmiye', '2023-10-04 11:05:36', '2023-10-04 11:05:36');
INSERT INTO `dictionary` VALUES (138105, 'الك - اله‌ك', 'elek', '2023-10-04 11:05:37', '2023-10-04 11:05:37');
INSERT INTO `dictionary` VALUES (138106, 'الگم صاغمه', 'elgem sağma', '2023-10-04 11:05:37', '2023-10-04 11:05:37');
INSERT INTO `dictionary` VALUES (138107, 'الما باش', 'elma baş', '2023-10-04 11:05:38', '2023-10-04 11:05:38');
INSERT INTO `dictionary` VALUES (138108, 'المگه - المیه', 'elmeğe', '2023-10-04 11:05:38', '2023-10-04 11:05:38');
INSERT INTO `dictionary` VALUES (138109, 'الیف', 'Elîf', '2023-10-04 11:05:39', '2023-10-04 11:05:39');
INSERT INTO `dictionary` VALUES (138110, 'اماكن - امكنه', 'emakin', '2023-10-04 11:05:40', '2023-10-04 11:05:40');
INSERT INTO `dictionary` VALUES (138111, 'امجه - امجه‌مه', 'emce-emece', '2023-10-04 11:05:40', '2023-10-04 11:05:40');
INSERT INTO `dictionary` VALUES (138112, 'امر', 'Emr', '2023-10-04 11:05:41', '2023-10-04 11:05:41');
INSERT INTO `dictionary` VALUES (138113, 'امر بالمعروف', 'emr bilma\'ruf', '2023-10-04 11:05:42', '2023-10-04 11:05:42');
INSERT INTO `dictionary` VALUES (138114, 'امر حاضر', 'emr hazır', '2023-10-04 11:05:42', '2023-10-04 11:05:42');
INSERT INTO `dictionary` VALUES (138115, 'امر غائب', 'emri gaib', '2023-10-04 11:05:43', '2023-10-04 11:05:43');
INSERT INTO `dictionary` VALUES (138116, 'انائیت - انانیت', 'enaniyet', '2023-10-04 11:05:43', '2023-10-04 11:05:43');
INSERT INTO `dictionary` VALUES (138117, 'انجام كار', 'encam kar', '2023-10-04 11:05:44', '2023-10-04 11:05:44');
INSERT INTO `dictionary` VALUES (138118, 'انداخت جدولی', 'endaht cedüli', '2023-10-04 11:05:44', '2023-10-04 11:05:44');
INSERT INTO `dictionary` VALUES (138119, 'انداخت حقی', 'endaht hakkı', '2023-10-04 11:05:45', '2023-10-04 11:05:45');
INSERT INTO `dictionary` VALUES (138120, 'اندرون همایون', 'enderun hümayün', '2023-10-04 11:05:45', '2023-10-04 11:05:45');
INSERT INTO `dictionary` VALUES (138121, 'انكر', 'Enker', '2023-10-04 11:05:46', '2023-10-04 11:05:46');
INSERT INTO `dictionary` VALUES (138122, 'انگروس', 'Engerus', '2023-10-04 11:05:46', '2023-10-04 11:05:46');
INSERT INTO `dictionary` VALUES (138123, 'او', 'o', '2023-10-04 11:05:47', '2023-10-04 11:05:47');
INSERT INTO `dictionary` VALUES (138124, 'اوامر', 'Evâmir', '2023-10-04 11:05:48', '2023-10-04 11:05:48');
INSERT INTO `dictionary` VALUES (138125, 'اوتاد', 'Evtab', '2023-10-04 11:05:48', '2023-10-04 11:05:48');
INSERT INTO `dictionary` VALUES (138126, 'اوج گیر', 'evc gir', '2023-10-04 11:05:49', '2023-10-04 11:05:49');
INSERT INTO `dictionary` VALUES (138127, 'اوجاع', 'Evcaa', '2023-10-04 11:05:50', '2023-10-04 11:05:50');
INSERT INTO `dictionary` VALUES (138128, 'اوراز', 'evzar', '2023-10-04 11:05:52', '2023-10-04 11:05:52');
INSERT INTO `dictionary` VALUES (138129, 'اوساخ', 'Evsâh', '2023-10-04 11:05:53', '2023-10-04 11:05:53');
INSERT INTO `dictionary` VALUES (138130, 'اولاد', 'Evlâd', '2023-10-04 11:05:54', '2023-10-04 11:05:54');
INSERT INTO `dictionary` VALUES (138131, 'اولاد ام', 'evlad üm', '2023-10-04 11:05:56', '2023-10-04 11:05:56');
INSERT INTO `dictionary` VALUES (138132, 'اولی - اولا', 'evla', '2023-10-04 11:05:57', '2023-10-04 11:05:57');
INSERT INTO `dictionary` VALUES (138133, 'اهرام مصریه', 'ehram mısriye', '2023-10-04 11:05:58', '2023-10-04 11:05:58');
INSERT INTO `dictionary` VALUES (138134, 'ایام التشریق', 'eyyamü etteşrik', '2023-10-04 11:05:58', '2023-10-04 11:05:58');
INSERT INTO `dictionary` VALUES (138135, 'ایام باحور', 'eyyamı bahur', '2023-10-04 11:05:59', '2023-10-04 11:05:59');
INSERT INTO `dictionary` VALUES (138136, 'ایام المعدودات', 'eyyamı elma\'dudat', '2023-10-04 11:06:00', '2023-10-04 11:06:00');
INSERT INTO `dictionary` VALUES (138137, 'ایام معلومات', 'eyyamı ma\'lumat', '2023-10-04 11:06:00', '2023-10-04 11:06:00');
INSERT INTO `dictionary` VALUES (138138, 'ایمن', 'Eymen', '2023-10-04 11:06:01', '2023-10-04 11:06:01');
INSERT INTO `dictionary` VALUES (138139, 'ایو - ایی', 'iyi', '2023-10-04 11:06:01', '2023-10-04 11:06:01');
INSERT INTO `dictionary` VALUES (138140, 'اباء - اباءة', 'iba\'', '2023-10-04 11:06:02', '2023-10-04 11:06:02');
INSERT INTO `dictionary` VALUES (138141, 'ابتداء عرفی', 'ibtida örfi', '2023-10-04 11:06:02', '2023-10-04 11:06:02');
INSERT INTO `dictionary` VALUES (138142, 'اتصال التربیع', 'ittisal etterbi\'', '2023-10-04 11:06:03', '2023-10-04 11:06:03');
INSERT INTO `dictionary` VALUES (138143, 'اتعاض', 'ittiaz', '2023-10-04 11:06:04', '2023-10-04 11:06:04');
INSERT INTO `dictionary` VALUES (138144, 'اتقا', 'İttika', '2023-10-04 11:06:04', '2023-10-04 11:06:04');
INSERT INTO `dictionary` VALUES (138145, 'اثنئ عشر', 'isna aşer', '2023-10-04 11:06:05', '2023-10-04 11:06:05');
INSERT INTO `dictionary` VALUES (138146, 'اثنی عشریه', 'isna aşriye', '2023-10-04 11:06:06', '2023-10-04 11:06:06');
INSERT INTO `dictionary` VALUES (138147, 'اجارۀ‌ باطله', 'icare batıle', '2023-10-04 11:06:06', '2023-10-04 11:06:06');
INSERT INTO `dictionary` VALUES (138148, 'اجارۀ‌ حیوان', 'icare hayvan', '2023-10-04 11:06:07', '2023-10-04 11:06:07');
INSERT INTO `dictionary` VALUES (138149, 'اجارۀ‌ عروض', 'icare aruz', '2023-10-04 11:06:07', '2023-10-04 11:06:07');
INSERT INTO `dictionary` VALUES (138150, 'اجارۀ‌ عقار', 'icare ıkar', '2023-10-04 11:06:08', '2023-10-04 11:06:08');
INSERT INTO `dictionary` VALUES (138151, 'اجارۀ‌ فاسده', 'icare fasıde', '2023-10-04 11:06:08', '2023-10-04 11:06:08');
INSERT INTO `dictionary` VALUES (138152, 'اجارۀ‌ لازمه', 'icare lazıme', '2023-10-04 11:06:09', '2023-10-04 11:06:09');
INSERT INTO `dictionary` VALUES (138153, 'اجارۀ‌ مضافه', 'icare muzafe', '2023-10-04 11:06:10', '2023-10-04 11:06:10');
INSERT INTO `dictionary` VALUES (138154, 'اجارۀ‌ منجزه', 'icare müncezze', '2023-10-04 11:06:11', '2023-10-04 11:06:11');
INSERT INTO `dictionary` VALUES (138155, 'اجتماع', 'İctimaa', '2023-10-04 11:06:17', '2023-10-04 11:06:17');
INSERT INTO `dictionary` VALUES (138156, 'احتباس', 'İhtibâs', '2023-10-04 11:06:17', '2023-10-04 11:06:17');
INSERT INTO `dictionary` VALUES (138157, 'اجتجاب', 'ihticab', '2023-10-04 11:06:18', '2023-10-04 11:06:18');
INSERT INTO `dictionary` VALUES (138158, 'احیای موات', 'ihya mevat', '2023-10-04 11:06:19', '2023-10-04 11:06:19');
INSERT INTO `dictionary` VALUES (138159, 'اخدار', 'İhdâr', '2023-10-04 11:06:19', '2023-10-04 11:06:19');
INSERT INTO `dictionary` VALUES (138160, 'اداره‌بزه', 'idare bezi', '2023-10-04 11:06:20', '2023-10-04 11:06:20');
INSERT INTO `dictionary` VALUES (138161, 'اداری', 'idari', '2023-10-04 11:06:21', '2023-10-04 11:06:21');
INSERT INTO `dictionary` VALUES (138162, 'ارتزاز', 'irtizaz', '2023-10-04 11:06:21', '2023-10-04 11:06:21');
INSERT INTO `dictionary` VALUES (138163, 'ارصاد', 'Ersad', '2023-10-04 11:06:22', '2023-10-04 11:06:22');
INSERT INTO `dictionary` VALUES (138164, 'اریال - ریال', 'iryal', '2023-10-04 11:06:23', '2023-10-04 11:06:23');
INSERT INTO `dictionary` VALUES (138165, 'ازدلاف', 'izdilaf', '2023-10-04 11:06:23', '2023-10-04 11:06:23');
INSERT INTO `dictionary` VALUES (138166, 'اسببر - اسپیر', 'ispir', '2023-10-04 11:06:25', '2023-10-04 11:06:25');
INSERT INTO `dictionary` VALUES (138167, 'اسپرچاچت', 'ispirmaçet', '2023-10-04 11:06:29', '2023-10-04 11:06:29');
INSERT INTO `dictionary` VALUES (138168, 'اسپیتالیا', 'ispitalya', '2023-10-04 11:06:30', '2023-10-04 11:06:30');
INSERT INTO `dictionary` VALUES (138169, 'استاتیستیق', 'İstatistik', '2023-10-04 11:06:31', '2023-10-04 11:06:31');
INSERT INTO `dictionary` VALUES (138170, 'استالی‌یا', 'istalya', '2023-10-04 11:06:32', '2023-10-04 11:06:32');
INSERT INTO `dictionary` VALUES (138171, 'استدراج', 'İstidrâc', '2023-10-04 11:06:32', '2023-10-04 11:06:32');
INSERT INTO `dictionary` VALUES (138172, 'استرالیا', 'istiralya', '2023-10-04 11:06:33', '2023-10-04 11:06:33');
INSERT INTO `dictionary` VALUES (138173, 'استرداد اموال', 'istirdad emval', '2023-10-04 11:06:33', '2023-10-04 11:06:33');
INSERT INTO `dictionary` VALUES (138174, 'استرشاد', 'Istirşad', '2023-10-04 11:06:34', '2023-10-04 11:06:34');
INSERT INTO `dictionary` VALUES (138175, 'استره‌ ئوسقوپ', 'istireoskop', '2023-10-04 11:06:35', '2023-10-04 11:06:35');
INSERT INTO `dictionary` VALUES (138176, 'استردیا', 'istridya', '2023-10-04 11:06:35', '2023-10-04 11:06:35');
INSERT INTO `dictionary` VALUES (138177, 'استصغار', 'İstisğar', '2023-10-04 11:06:36', '2023-10-04 11:06:36');
INSERT INTO `dictionary` VALUES (138178, 'استطراد', 'İstidrâd', '2023-10-04 11:06:37', '2023-10-04 11:06:37');
INSERT INTO `dictionary` VALUES (138179, 'استعمال حقوق', 'isti\'mal hakuk', '2023-10-04 11:06:37', '2023-10-04 11:06:37');
INSERT INTO `dictionary` VALUES (138180, 'استك - ایستك', 'istek', '2023-10-04 11:06:38', '2023-10-04 11:06:38');
INSERT INTO `dictionary` VALUES (138181, 'استكاب', 'istiktab', '2023-10-04 11:06:38', '2023-10-04 11:06:38');
INSERT INTO `dictionary` VALUES (138182, 'استكثار', 'İstiksâr', '2023-10-04 11:06:39', '2023-10-04 11:06:39');
INSERT INTO `dictionary` VALUES (138183, 'استنشاد', 'İstinşâd', '2023-10-04 11:06:40', '2023-10-04 11:06:40');
INSERT INTO `dictionary` VALUES (138184, 'استیشاق', '', '2023-10-04 11:06:40', '2023-10-04 11:06:40');
INSERT INTO `dictionary` VALUES (138185, 'استیجار', 'Isticar', '2023-10-04 11:06:41', '2023-10-04 11:06:41');
INSERT INTO `dictionary` VALUES (138186, 'استیذان', 'Istizan', '2023-10-04 11:06:41', '2023-10-04 11:06:41');
INSERT INTO `dictionary` VALUES (138187, 'استیلاء', 'istila\'', '2023-10-04 11:06:42', '2023-10-04 11:06:42');
INSERT INTO `dictionary` VALUES (138188, 'استیلاد', 'Istilad', '2023-10-04 11:06:43', '2023-10-04 11:06:43');
INSERT INTO `dictionary` VALUES (138189, 'استیمه', 'istime', '2023-10-04 11:06:43', '2023-10-04 11:06:43');
INSERT INTO `dictionary` VALUES (138190, 'اسحاقیه', 'ishakiyye', '2023-10-04 11:06:44', '2023-10-04 11:06:44');
INSERT INTO `dictionary` VALUES (138191, 'اسحق قوشی', 'ishak kuşu', '2023-10-04 11:06:45', '2023-10-04 11:06:45');
INSERT INTO `dictionary` VALUES (138192, 'اسقارپن', 'iskarpin', '2023-10-04 11:06:45', '2023-10-04 11:06:45');
INSERT INTO `dictionary` VALUES (138193, 'اسقندیل', 'iskandil', '2023-10-04 11:06:46', '2023-10-04 11:06:46');
INSERT INTO `dictionary` VALUES (138194, 'اسقورپیت', 'iskorpit', '2023-10-04 11:06:47', '2023-10-04 11:06:47');
INSERT INTO `dictionary` VALUES (138195, 'اسم اعظم', 'ismi azam', '2023-10-04 11:06:47', '2023-10-04 11:06:47');
INSERT INTO `dictionary` VALUES (138196, 'اسما عیلیه', 'ismailiyye', '2023-10-04 11:06:48', '2023-10-04 11:06:48');
INSERT INTO `dictionary` VALUES (138197, 'اسم تام', 'ism tab', '2023-10-04 11:06:49', '2023-10-04 11:06:49');
INSERT INTO `dictionary` VALUES (138198, 'اسم تفضیل', 'ism tafzıl', '2023-10-04 11:06:49', '2023-10-04 11:06:49');
INSERT INTO `dictionary` VALUES (138199, 'اسم مفعول', 'ismi mef\'ul', '2023-10-04 11:06:50', '2023-10-04 11:06:50');
INSERT INTO `dictionary` VALUES (138200, 'اسم منسوب', 'ismi mensub,', '2023-10-04 11:06:50', '2023-10-04 11:06:50');
INSERT INTO `dictionary` VALUES (138201, 'اسناد', 'Isnad', '2023-10-04 11:06:51', '2023-10-04 11:06:51');
INSERT INTO `dictionary` VALUES (138202, 'اسناد فی الحدیث', 'isnad filhadis', '2023-10-04 11:06:52', '2023-10-04 11:06:52');
INSERT INTO `dictionary` VALUES (138203, 'اشعار', 'Eşar', '2023-10-04 11:06:52', '2023-10-04 11:06:52');
INSERT INTO `dictionary` VALUES (138204, 'اصعاد', 'Isad', '2023-10-04 11:06:53', '2023-10-04 11:06:53');
INSERT INTO `dictionary` VALUES (138205, 'اصلاق', 'ıslak', '2023-10-04 11:06:54', '2023-10-04 11:06:54');
INSERT INTO `dictionary` VALUES (138206, 'اصلیق', 'Islık', '2023-10-04 11:06:54', '2023-10-04 11:06:54');
INSERT INTO `dictionary` VALUES (138207, 'اصی بغا', 'ısı bağa', '2023-10-04 11:06:55', '2023-10-04 11:06:55');
INSERT INTO `dictionary` VALUES (138208, 'اصیتمق', 'ısıtmak', '2023-10-04 11:06:55', '2023-10-04 11:06:55');
INSERT INTO `dictionary` VALUES (138209, 'اصیتمه', 'ısıtma', '2023-10-04 11:06:56', '2023-10-04 11:06:56');
INSERT INTO `dictionary` VALUES (138210, 'اصیرمق - ایصیرمق', 'ısırmak', '2023-10-04 11:06:57', '2023-10-04 11:06:57');
INSERT INTO `dictionary` VALUES (138211, 'اصینمق', 'ısınmak', '2023-10-04 11:06:57', '2023-10-04 11:06:57');
INSERT INTO `dictionary` VALUES (138212, 'اطراء', 'itra\'', '2023-10-04 11:06:58', '2023-10-04 11:06:58');
INSERT INTO `dictionary` VALUES (138213, 'اطراد', 'İtrâd', '2023-10-04 11:06:59', '2023-10-04 11:06:59');
INSERT INTO `dictionary` VALUES (138214, 'اعادۀ‌ مجرمین', 'iade mücrimin', '2023-10-04 11:06:59', '2023-10-04 11:06:59');
INSERT INTO `dictionary` VALUES (138215, 'اعادۀ‌ محاكمه', 'iade muhakeme', '2023-10-04 11:07:00', '2023-10-04 11:07:00');
INSERT INTO `dictionary` VALUES (138216, 'اعادۀ‌ یمین', 'iade yemin', '2023-10-04 11:07:00', '2023-10-04 11:07:00');
INSERT INTO `dictionary` VALUES (138217, 'اعتراف', 'iatiraf', '2023-10-04 11:07:01', '2023-10-04 11:07:01');
INSERT INTO `dictionary` VALUES (138218, 'اعتماد', 'iatimad', '2023-10-04 11:07:02', '2023-10-04 11:07:02');
INSERT INTO `dictionary` VALUES (138219, 'اعتیاد', 'iatiyad', '2023-10-04 11:07:05', '2023-10-04 11:07:05');
INSERT INTO `dictionary` VALUES (138220, 'اغلاد', 'iğlad', '2023-10-04 11:07:07', '2023-10-04 11:07:07');
INSERT INTO `dictionary` VALUES (138221, 'الحاد', 'İlhâd', '2023-10-04 11:07:08', '2023-10-04 11:07:08');
INSERT INTO `dictionary` VALUES (138222, 'الساق - الصاق', 'ilsak', '2023-10-04 11:07:09', '2023-10-04 11:07:09');
INSERT INTO `dictionary` VALUES (138223, 'الهیه', 'ülhıyye', '2023-10-04 11:07:09', '2023-10-04 11:07:09');
INSERT INTO `dictionary` VALUES (138224, 'الیاس', 'ilyas', '2023-10-04 11:07:10', '2023-10-04 11:07:10');
INSERT INTO `dictionary` VALUES (138225, 'امداد', 'İmdâd', '2023-10-04 11:07:10', '2023-10-04 11:07:10');
INSERT INTO `dictionary` VALUES (138226, 'امكان استعدادی', 'imkan isti\'dadi', '2023-10-04 11:07:11', '2023-10-04 11:07:11');
INSERT INTO `dictionary` VALUES (138227, 'امكان خاص', 'imkan has', '2023-10-04 11:07:11', '2023-10-04 11:07:11');
INSERT INTO `dictionary` VALUES (138228, 'امكان ذاتی', 'imkan zati', '2023-10-04 11:07:12', '2023-10-04 11:07:12');
INSERT INTO `dictionary` VALUES (138229, 'امكان عام', 'imkan am', '2023-10-04 11:07:12', '2023-10-04 11:07:12');
INSERT INTO `dictionary` VALUES (138230, 'انابت - انابه', 'inabet', '2023-10-04 11:07:13', '2023-10-04 11:07:13');
INSERT INTO `dictionary` VALUES (138231, 'انبیق', 'enbik', '2023-10-04 11:07:14', '2023-10-04 11:07:14');
INSERT INTO `dictionary` VALUES (138232, 'انتخابات', 'intihabat', '2023-10-04 11:07:14', '2023-10-04 11:07:14');
INSERT INTO `dictionary` VALUES (138233, 'ایبش', 'ibiş', '2023-10-04 11:07:15', '2023-10-04 11:07:15');
INSERT INTO `dictionary` VALUES (138234, 'ایبیبك - ایبیك', 'ibik', '2023-10-04 11:07:15', '2023-10-04 11:07:15');
INSERT INTO `dictionary` VALUES (138235, 'ایپك - ایپه‌ك', 'ipek', '2023-10-04 11:07:16', '2023-10-04 11:07:16');
INSERT INTO `dictionary` VALUES (138236, 'ایپك بوجگی', 'ipek böceği', '2023-10-04 11:07:17', '2023-10-04 11:07:17');
INSERT INTO `dictionary` VALUES (138237, 'ایپو - پو - تام', 'ipopotam', '2023-10-04 11:07:17', '2023-10-04 11:07:17');
INSERT INTO `dictionary` VALUES (138238, 'ایچرو - ایچره', 'içeri', '2023-10-04 11:07:18', '2023-10-04 11:07:18');
